"cityName","hospitalName","hospitalAddress"
"Lucknow","Viswas eye and Laser Centre Lucknow","Eye Care"
"Lucknow","Shri Harikamal Netra Neelayam & Laser Centre Lucknow","Eye Care"
"Lucknow","Sun Eye Hospital & Laser Centre Pvt. Ltd.","57-B, singar Nagar, Alambagh Lucknow-226005"
"Lucknow","Charak Hospital & Research Centre","Near Safed Masjid Hardoi road, Dubagga, Lucknow-226003"
"Lucknow","Shekhar Hospital Pvt. Ltd.","B-Block Church Road Indra Nagar Lucknow"
"Lucknow","S.K.D. Hospital Lucknow","KBC-27, Sec-B, LDA Colony, Kanpur Road, Alambagh, Lucknow. "
"Lucknow","Mayo Medical Centre","Vikas Khand   2, Gomti Nagar Lucknow   226010."
"Lucknow","Ajanta Hospital and IVF Centre Pvt. Ltd.","765, ABC Complex, Kanpur Road Alambagh, Lucknow-226005."
"Lucknow","DEMO Hospital","DEMO Hospital for Lucknow"
"Lucknow","Krishna Life Line Hospital","Telibagh, Lucknow- 226002"
"Lucknow","Raj Chandra Hospital  Lucknow","General Purpose"
"Lucknow","Aprajita Hospital Lucknow","General Purpose"
"Lucknow","SATYA SHIV DENTAL ClNIC","UGF-7, Complax Milan Tower, Kursi Road, Near Gaytri Mandir, Lucknow"
"Lucknow","SHRINARAYAN DENTAL CLINIC","UGF, Shop No. 4, Ganpati Plaza, Tehri Puliya, Lucknow"
"Lucknow","T. S. MISHRA MEDICAL COLLEGE AND HOSPITAL","463/1,Near Amausi Railway Station, Lucknow "
"Lucknow","VINAYAK MEDICARE HOSPITAL","Near Vinayak Indian Oil Petrol pump, Bijnaur, Lucknow "
"Meerut","Jain Medical Center & Laser Eye Hospital","166, Civil Lines Meerut"
"Meerut","Drishti Eye Foundation ","First Floor Tirupati Plaza, Opp. Citi Centre, Baccha Park, Meerut"
"Meerut","Prakash Eye Hospital & Laser Centre ","Opp. Puri Petrol Pump, Garden House Colony, Garh Road, Meerut"
"Meerut","Dr. Shukla Dental Clinic","Near Maharaja Arakered ,Near Nandan Cinema ,Garh Road Meerut"
"Meerut","Mrityunjay  Hospital Multispecialty & Trauma Centre","143, College Road, Near Loyal Book depot, Begum Bridge Road Meerut"
"Meerut","Mimhans Neurosciences Hospital (Run by mimhans Pvt. Ltd.)","281, 283 Sector-1, Mangal Pandey Nagar, Opp. CCS University, Meeru"
"Meerut","Anand Hospital","A-1, Damodar Colony, Garh Road, Meerut"
"Meerut","Hayat Hospital","405, Sector 12, Shastri Nagar, Near RTO Office, Meerut"
"Meerut","Hope Hospital","200, W.K. Road, opp. Tyagi Hostel, Meerut"
"Meerut","KMC Hospital & Research Center ","187 Baghpat Road, Meerut."
"Meerut","Lokpriya Hospital","Samrat Place, Garh Road, Meerut."
"Meerut","Yashlok Hospital & Nursing Home Pvt. Ltd. ","Eastern Kutchery Road, Meerut"
"Meerut","Metro Hospitals & Heart Institutes","47/G   5, Boundary Road, Lal Kurti, Meerut Cantt. Ph. No. 0121-2665033"
"Meerut","IIMT Life Line Hospital"," O  Pocket, Ganga Nagar, Mawana Road, Meerut, Ph. No. 0121-2793610, 2793611"
"Meerut","Life Line Hospital","Near Natraj Cinema, Kanker Khera, Meerut Cantt., Ph. No. 0121-2557557"
"Meerut","Kailashi Super Speciality Hospital  ","C-2, Shardhapuri, Phase-2, Near BSNL office, Kanker Khera, Meerut"
"Meerut","Meerut Cancer Hospital   ","Near St. Thomas English Medium School, Chippi tank, Meerut"
"Meerut","Sirohi Hospital and Maternity Home   ","Near Check Post, Tiraha, Multan Nagar, Baghpat Road, Meerut"
"Meerut","Jain Dental Clinic","61 Prem Prayag Colony, Near Medical College, Meerut"
"Meerut","Kansal Dental Clinic & Orthodontic Centre","142/6, Nai Sarak Tiraha, Shastri Nagar, Meerut"
"Meerut","Vision Eye Care and Laser Centre      ","48, Near Radha Govind Mandap, Garh Road, Meerut    Ph.No.0121-2602786"
"Meerut","Ajay Hospital","Bhopal Vihar, Opp. Radha Govind Engg. College, Garh Road, Meerut"
"Meerut","Apus Nova Multi Specialty Hospital and Trauma Center (A Unit of Saranya Health Services Pvt. Ltd.)","C-6, Sector-1, Raksha Puram, Behind Talwar Petrol Pump, Ganga Nagar, Mawana Road, Meerut (U.P.)   250001"
"Meerut","Dr. Sandeep Mithal Advances Phaco-Refractive & Vitreo-Retina Centre    ","125, Eastern Kutchery Road (Shivaji Road), Meerut"
"Meerut","Deep Dental Clinic","1, Gaoshala Building, Baghpat Gate, Meerut"
"Meerut","Shivay Hospital ","First Floor, Kishan Prakash Complex, Opp. Meerut Mall, Delhi Road, Meerut"
"Meerut","Capital Hospital","L-501, Shastri Nagar, Meerut"
"Meerut","Sarvodaya Hospital & Institute of Medical Science","Aggarwal mandi, Tatiri, Baghpat Meerut Road, Baghpat, Ph. No. 0121-2279585, 2279586"
"Meerut","JMC Medicity","Vill-Pepla, Bhola Road, Meerut"
"Meerut","Prakash Netralaya and Retina Foundation","HIG-06, Ramghat Road, Aligarh"
"Meerut","Centre for Sight","Kanth Road, Mohra KI, Milak, Moradabad, Ph. No. 0591-24524005, 24524007"
"Meerut","S.M. Hospital","A-15, Shastri Nagar, Garh Road, Meerut Ph. No. 0121-2602602"
"Meerut","Valentis Cancer Hospital","Mussoorie, Mawana Road, Meerut0121-2887700"
"Meerut","Nav Jeevan Hospital","Near Apex Tower, 447/1, Mangal Pandey Nagar, Meerut"
"Meerut","Chhatrapati Shivaji Subharti Hospital ","Subharti Medical College, Subhartipuram, NH-58, Delhi-Haridwar Bypass Road, Meerut Ph. No. 0121-2439127"
"Meerut","Jawahar Eye & ENT & Laser Centre","194/15, Delhi Road opposite Roadways Bus Stand, Meerut Cantt. "
"Meerut","Meerut Kidney Hospital Pvt. Ltd.","Prabhat Nagar, LIC Road, Meerut"
"Meerut","Jaswant Rai Specialty Hospital ","Opp. Sports Stadium Civil Lines, Meerut."
"Meerut","Dhanvantri Jeevan Rekha Ltd. ","1 Saket, Meerut"
"Meerut","Agrawal Eye Hospital","61, Shivaji Road, Near Eves Crossing, Meerut"
"Meerut","Dayanand Nursing Home","47/L-4, Jawahar Quarters, Begum Bridge, Meerut"
"Meerut","Arogya Hospital a Multi Speciality Center","B-13, Adarsh Nagar, Meerut"
"Meerut","CFS Netralaya Pvt.Ltd."," Roop Netralaya Building, Opp. NAS Collage, E.K. Road, Meerut"
"Meerut","Santosh Hospital","L-629/631,Shastri Nagr, Hapur road Meerut Phone No. 7500246755"
"Meerut","Ajay Dental Clinic & Speciality  Centre ","Opp. Madhuban Cinema Baghpat Road, Meerut"
"MORADABAD","Siddh Multispecialty Hospital","Harthala Industrial Estate, Kanth Road, Moradabad"
"MORADABAD","C.L. Gupta Eye Institute ","Ramganga Vihar, Phase-II (Extn.), Moradabad -244001"
"MORADABAD","TMU Hospital","Delhi Road, Moradabad"
"MORADABAD","Cosmos Hospital (A Unit of Emerging Projects Pvt. Ltd.)","Prem Nagar, P.O. Kazipura, Kanth Road, Moradabad- 244001"
"MORADABAD","Oracle Eye Care Unit of Pritha Healthcare Pvt.Ltd.)","181, Ram Ganga Vihar, Phase-1, MDA, Moradabad"
"MORADABAD","Sri Sai Hospital (A Unit of Medinova Health Care Pvt. Ltd.), ","Mansarovar Colony, Delhi Road, Moradabad (U.P.)   244001"
"MORADABAD","Centre for Sight","Kanth Road, Mohra KI, Milak, Moradabad, Ph. No. 0591-24524005, 24524007"
"Mumbai","Prachin Healthcare Multispeciality Hospital ","Plot No. 69/2, Near Hotel Garden, Panvel   410206."
"Mumbai","PAREKH EYE CLINIC","1st floor, Diamond Palace, Opp Bandra Police Station, Hill Road, Bandra (W) Mumbai -400 050."
"Mumbai","WAVIKAR EYE INSTITUTE,","Level 4 & 5, Amber Arcade, Bhiwandi Bypass Road, Near Lodha Paradise, Majiwade, Thane (w)   400 601."
"Mumbai","Sahu Eye Hospital ","Sahu Eye Hospital branch of Kamal Netralay Pvt. Ltd. 1st floor, Almar Arcade, above Punjab National Bank Malad(W), Mumbai-400064"
"Mumbai","ANIDEEP EYE HOSPITAL & INSTITUTE PVT. LTD.","Plot No. 414, Next to Golden Tobacco Compound, S. V. Road, Vile Parle West, Mumbai 400 056"
"Mumbai","SURANA HOSPITAL AND RESEARCH CENTRE","TANK ROAD, END OF SHANKAR LANE, NEXT TO SKYWALK TOWER, NEAR ORLAM CHURCH, MALAD WEST, MUMBAI-4000064"
"Mumbai","MUMBAI EYE CARE Cornea and Lasik Centre,","101/102, Sai Vaibhav CHS, Nr.Vikrant Circle, Ghatkopar East-400077"
"Mumbai","KENIA DENTAL CLINIC","1st floor, Rizvi Nagar, Next to Milan, Milan Subway, S.V. Road, Santacruz, Mumbai-400 054."
"Mumbai","DR. SHAHS EYE & LASER CENTRE.","Aasra Apartment, Plot No.33, Near Station Road , Ambernath (E)."
"Mumbai","SAMARTH NETHRALAYA","Siddivinayak Residency, office 15 & 16, Plot No. 18, sector 20, Above Domino's Pizza, Near Shilp Chowk, Kharghar, Navi Mumbai-410210"
"Mumbai","SULOCHAN EYE HOSPITAL","7/6, GROUND FLOOR,R.R. REALITY COMPLEX,OFF L.B.S MARG,OPP DREAMS MALL, BHANDUP (WEST), MUMBAI-400078."
"Mumbai","SHRI BALAJI HOSPITAL","KURLA CAMP ROAD, SHANTI PRAKASH HALL, ULHASNAGAR, THANE, MUMBAI 421005"
"Mumbai","MAHATME HEALTH AND HAPPINESS HOSPITAL","Saukhya, Jairamishana Co-op, Hsg Socity, Deshmukh Wadi, Mithagar Road, Mulund (E), Mumbai   400 081."
"Mumbai","BALAJI HOSPITAL","Victoria Road, Cross Lane No.III, Byculla(E) Mumbai-400027"
"Mumbai","VIN-R  EYE CARE","B 001 SAI SHRDHA BEHIND RELIANCE FRESH AND BUS DEPOT VIKHROLI(E)"
"Mumbai","Shivam Hospital","Shrenik CHS Plot No. 106RSC 11 Sector no. 2Charkop Kandivali westMumbai 400067"
"Mumbai","SHREE RAMKRISHNA NETRALAYA","DOSTI IMPERIA, SHOPEE, 1st FLOOR, UNIT NO. 1 -4    MANPADA, GHODBUNDER ROAD, THANE(W),"
"Mumbai","SANJEEVANI EYE HOSPITAL AND LAZER VISION CENTER ","2nd floor, Alsinghani Chambar,Near Darbi Hotel, Kalyan Ambernath Road, Section-17, Ulhasnagar-421003"
"Mumbai","MAA NURSING HOME & NETRAJYOTI EYECARE CENTRE","Himachal Bldg, Opp. Sunder nagar, S. V. Road, Malad West, Mumbai-400064"
"Mumbai","RAGHUKAMAL HOSPITAL EYE CARE,","Anthshil, 66, Marve Rd., Orlem, Above Dena Bank, Malad(W)"
"Mumbai","PRIYA DENTAL CLINIC","SHOP NO 2,52 VEER APARTMENTS, 7TH RD RAJAWADI, GHATKOPAR EAST, MUMBAI --400077"
"Mumbai","MPCT Hospital","Plot No 7, Sector-4, Sanpada, Navi Mumbai. 400705"
"Mumbai","SURANA SETHIA HOSPITAL AND RESEARCH CENTER","Suman Nagar, Sion Trombay Road, Chembur, Mumbai- 400 071."
"Mumbai","SUREKHA CRITICARE HOSPITAL","NEXT TO INDIAN BANK, NEAR JAWAHAR HOTEL, HOSPITAL ROAD, ULHASNAGAR- 421003"
"Mumbai","THE ELEMENTS OF FICIAL AESTHETICS","Row House No. 194, SS-3, Opp. Bank of Maharashtra Sector-2, Vashi, Navi Mumbai-400 703"
"Mumbai","SWAMI SARVANAND HOSPITAL","NEAR OLD BUS TERMINUS, ULLHASNAGAR- 421005"
"Mumbai","SAARTH NETRALAYA","102, Gautameshwar Dham, 1st floor, Tandan Road, Ramnagar, Dombivali (East)."
"Mumbai","PANACEA HOSPITAL","PLOT NO. 105 AND 106 SEC 8 NEW PANVEL, NAVI MUMBAI-410206"
"Mumbai","Global Eye Clinic","305-306 Shop Zone Apt., Above Colors Showroom, Near BOI, M. G. Road Ghatkopar (w)-400086"
"Mumbai","Rushabha Eye Hospital and Laser Centre Pvt Ltd.","18th Road, Near Ambedkar Garden, Chembur, Mumbai-400071"
"Mumbai","RIDDHI VINAYAK, MULTI SPECIALITY HOSPITAL","Plot No. 302, Near Railway Carshed, Virar Nalasopara link Road, Nalasopara (W), Thane"
"Mumbai","SHANTINIKETA HOSPITAL","E- Bldg. Ground Floor, Shantiniketan, L.B.S. Marg, Ghatkopar (west), Mumbai 400 086"
"Mumbai","KENIA EYE HOSPITAL","1st floor, Rizvi Nagar, Next to Milan, Milan Subway, S.V. Road, Santacruz, Mumbai-400 054."
"Mumbai","Ruby Eye Care Hospital","1st Floor, Laxmi Shopping Centre, Ghatkopar (W), Mumbai-400086"
"Mumbai","Isha Netralaya","Radha Krishna Sankul, First Floor, Opp. Holy Cross Hospital Karnik Road, Kalyan(W), 421301"
"Mumbai","TERANA SPECIALITY HOSPITAL AND RESEARCH  CENTRE","PLOT NO. 12 SECTOR-22 NERUL(W) OPP NERUL RAILWAYSMUMBAI 400706"
"Mumbai","SRCC CHILDRENS HOSPITALS","1-1A KESHAVRAO KHADYE MARG, HAJI ALI GOVERNMENT COLONY, MAHALAXHMI, MUMBAI, MAHARASHTRA 400034"
"Mumbai","Dr. Patani Eye Clinic","210, RR Realty Tank Road, LBS Marg Junction, Bhandup (W), Mumbai-400078"
"Mumbai","DR. GADGIL EYE HOSPITAL","Ground floor, Shreyas Apartments, Behind Krishna Sweets Lane, Ramchandra Nagar, No. 1, Thane (W)-400 604"
"Mumbai","DOCTOR EYE INSTITUTE PVT LTD","Spenta Mansion , S. V. Road, Andheri (W), Mumbai   400 058."
"Mumbai","CONTACARE EYE CARE HOSPITAL","Mahavir Ratan Bldg, Plot No.113, Sector 12 , Vashi Navi Mumbai."
"Mumbai","The Vision Eye Center","101, Hiralaya, N.S. Road No. 10, Near Laxmikant Chowk, JVPD Scheme, Mumbai-400049"
"Mumbai","SHIVAM HOSPITAL, MULTI SPCIALITY & JOINT REPLACEMENT CENTRE,","Plot No. 57, CRW, CHS Near MIDC water tank, Kalyan Road, Dombivali (E)   421 201."
"Mumbai","SS VAIDYA HEALTH CARE PVT LTD","DR CB VAIDYA MEMORIAL HOSPITAL OPP CITY POST OFFICE TILAK CHOWK KALYAN (W) 421301"
"Mumbai","Surya Eye Institute and Research Centre","9, Aroto House, Saidhan, P.K. Road, Mulund (W)"
"Mumbai","ASIAN INSTITUTE OF MEDICAL SCIENCE","Plot No. P-72, Milap Nagar, MIDC, Dombivali (E), Mumbai- 421203."
"Mumbai"," Ashtvinayak  Hospital","Plot Nop-10,Sector-6, Khanda Colony, Near Khandeswar LAKE, New panvel(W),Navi Mumbai -410206"
"Mumbai","APEX HOSPITAL","VAISHALI HEIGHTS, CHANDAVARKAR ROAD, BORIVALI(W), MUMBAI"
"Mumbai","MALLIKA HOSPITAL","Sharma Estate, Next to Mina International Hotel, S. V. Road Jogeswari (W), Mumbai-400102"
"Mumbai","DR MULEYS MULTI SPECIALITY DENTAL CLINIC","Plot No. 22, Shailaja, Bhise Hospital Building, 1st fllor, Suryodaya Society, NEar Saraswat Bank, Station Road, Ambernath (East) 421501"
"Mumbai","OJAS EYE HOSPITAL","Roseland Building, 180 Waterfiled Road, Opp. National College, Bandra (West), Mumbai 400 050"
"Mumbai","PINNACLE ORTHO CENTRE","1st/2nd floor, blue Nile Commercial Complex Chandanwadi-Charai Junction, LBS Rd, near makhmali Talao, Panch Pakhadi, Thane West, Thane, Maharashtra 400602"
"Mumbai","Isha Netralaya","Shop No. 2, Shopee Imperial, Dosti Imperia, Manpada, Ghodbunder Road, Thane (w)-400607"
"Mumbai","JIVAK DENTAL CLINIC","SHOP NO 11,SAI SIDHI APT, OPP SHREERATH HOTEL, AMBERNATH (EAST)-421501"
"Mumbai","AAYUSH EYE CLINIC MICROSURGERY & LASER CENTRE,","201-202, Coral Classsic, Plot No. 955/956, 20th Road, Chembur, Mumbai -400 071"
"Mumbai","SUNSHINE EYE CARE","Plot Floor, F4/B, Vashi Road, Above Warna Dairy, Section-9, Vashi, Navi Mumbai-400703"
"Mumbai","SWARAASHI NETRALAYA","Plot No. 16, Near Blue Diamond Hotel, Op. Saraswat Bank, sector-28, Vashi, Navi Mumbai-400 705"
"Mumbai","NIRAMAYA HOSPITAL","Plot No 5A, Sector-4, Next to Balbharti School, Kharghar,Navi Mumbai-510 210"
"Mumbai","RANE HOSPITAL PVT LTD","37 Pestom Sugar, Road No. 2, Chembur, Mumbai-400089"
"Mumbai","Dr.R.N.Patil's Suraj Hospital","OPP PALM BEACH MARG, PLOT NO. 1 AND 1A , SUN PALM VIEW BLDG SANPADA SECTOR 15 NAVI MUMBAI 400705"
"Mumbai","RIDDHI  VINAYAK ,CRITICAL CARE & CARDIAC CENTRE","559/1,Riddhi Vinayak Temple Lane, Near N. L. High School,S. V. Road, Malad (W),Mumbai-400 064."
"Mumbai","SIDDHIVINAYAK MATERNITY & GENERAL HOSPITA","2nd Floor, S-1, Vedant Complex, Vartak Nagar, above Nisarga Hotel, Thane (W)-400 606"
"Mumbai","Apex Multispeciality Hospitals","Off Western Express Highway, Next to Su-swagat Restaurant, Dattapada Road, Borivali (E)"
"Mumbai","SAPANA HEALTH CARE CENTRE,","A- Wing, Bhaveshwar Plaza , Opp Shreyas Cinema, Ghatkopar (W), Mumbai   400 086."
"Mumbai","Apex Hospitals ","Apex Hospitals, CTS 23/9, Veen nagar, Phase-2, Near Tulsi, Pipe line, Mulund (W), Mumbai-400080"
"Mumbai","ANIL EYE HOSPITAL,","1st Floor, Krishna Smruti, Phadke Road, Opp. Pitre Bldg, Dombivali (E)"
"Mumbai","WOCKHARDT HOSPITAL","1877, Dr. Anand Rao Marg, Mumbai Central-400 011"
"Mumbai","LIFE LINE MULTI SPECIALITY HOSPITAL","618/3-1, Sainath Road, Near Malad Sibway, Malad (West), Mumbai 400 064"
"Mumbai","SURANA SETHIA HOSPITAL RESEARCH CENTRE","Suman Nagar, Sion Trombay Road, Chembur, Mumbai- 400 071."
"Mumbai","SHUSHRUSHA HEART CARE CENTER &MULTI SPECIALITY HOSPITAL","Plot No.22- A, Plam Beach Road, Sector 6, Nerul, Navi Mumbai   400706."
"Nagpur","New ERA Hospital","""Central Avenue Road near telephone exchange chowk, Queta Colony Near Jalaram Mandir, Nagpur-440008Ph-07122764544, 2766244, 6647777, 6647070Email-newerahospitalngp@gmail.com """
"Nagpur","Oke Eye Hospital ","98, Bajaj Nagar, Near CIIMS hospital, Nagpur-440010   Email:- okenabheco@gmail.com"
"Nagpur","""Shri Krishna Hrudayalaya   & Critical Care Centre ""","""Tikekar Road, CongressNagar, Square,Dhantoli, Nagpur-440012Tel. No. 0712- 2444434"""
"Nagpur","""New ERA Hospital (Eye Unit) ""","""Central Avenue Road near telephone exchange chowk, Queta Colony Near Jalaram Mandir, Nagpur-440008Ph-07122764544, 2766244, 6647777, 6647070Email-newerahospitalngp@gmail.com """
"Nagpur","JASLEEN EYE Hospital Pvt. Ltd., Nagpur","""Jasleen Building , Wardha Road, Dhantoli, Nagpur- 440012 Email-kole@jasleen.co.in Ph.- 0712 2423779, 08888822500"""
"Nagpur","Avanti Institute of Cardiology Pvt Ltd","5, Abhyankar Road, Dhantoli, Nagpur- 12 Tel No:- 0712-2422408/2458699 Email :- avanti_ins@avanticardio.com, "
"Nagpur","Shree Sai Eye Hospital","""Anand Palace 7& 8, Beside SBI, Sakkardara Branch, Sakkardara, Umred Road, Nagpur-440009Tel:- 0712-2704488/99Email:- shreesaieyehospital2015@gmail.com """
"Nagpur","Choudhary Hospital","""93/94, Bharari, CA Road, Gandhibag, Agrasen Square, Nagpur-440018Contact No:- 0712-2727682Email:- prashantvinayakeye@gmail.com  """
"Nagpur","Netram Eye Hospital","""Ground Floor, Sai Krupa Apartment, Next to Chaudhari Hospital, Umred Road, Sakkardara, Nagpur-440024 Contact no. :- 9852804804Email:- eyehospitalnetram@gmail.com """
"Nagpur","Suraj Eye Institute","""559 New Colony, Nagpur-440001.0712-2595600, 6453331, 9372153003, 9372153004"""
"Nagpur","Sarakshi Netralaya (Advanced Eye & Vitreo Retinal Centre)","""19, Rajiv Nagar, Near Bharat Furniture, Wardha Road, Nagpur-440025.0712-2295630/631/632sarakshi.netralaya@gmail.com"""
"Nagpur","Shri Sai Netralaya","""Nanak AshtvinayakPratishta, CMPDI Road,Jaripataka, Nagpur- 440014.Contact No.- 0712-3277281drsindhusunil@rediffmail.com"""
"Nagpur","Contacare Eye Hospital","""No-46, Ramson Tower, Humpyard Road, Near Congress Nagar T-Point, Dhantoli, Nagpur- 4400120712-2422200/ 2422243nagpur.itpa@contacare.com """
"Nagpur","Retina Care Hospital","""A-1, Neelgagan Apartment, Humpyard Road, Dhantoli, Nagpur-440012 Contact no. :- 8411990900Email:- akshay06020@gmail.com """
"Nagpur","Advance Dental Hospital","""10, Residency Road, Sadar, Nagpur-4400010712-2520232, 2530232adhrathi@hotmail.com"""
"Nagpur","S.M.M. Eye Welfare Charitable Trust","2163-C, Chintaman Nagar, Near Rajiv Nagar, Somalwada, Nagpur-440025"
"Nagpur","Multispecialty Dental Clinic ","""Doctor s Enclave, Block No. 15, Residency Road, Sadar, Nagpur9922426631, 9822226631karishma.shori@gmail.com """
"Nagpur","Shree Retina Care ","""HIG-28, Main Road, Shankar Nagar, Raipur (C.G.)- 492007Email   shreeretinacare@gmail.com 0771-4903429, 7898083460"""
"Nagpur","Multispecialty Dental Clinic ","""Doctor s Enclave, Block No. 15, Residency Road, Sadar, Nagpur9922426631, 9822226631karishma.shori@gmail.com """
"Nagpur","Dr. Dupare Dental Clinic","GS-2 & GS-3, Saraswati Niwas, Congress Nagar Square, Nagpur-440012    Email:- reachus@duparedentalclinic.com"
"Nagpur","S.M. Vishwakarma Memorial Eye Hospital","""Dr Ambedkar Road, Kamal Chowk, Nagpur-4400170712-2641055drrbrish@gmail.com"""
"Nagpur","Niyakshi Hospital","""182, Next to Power House, Manewada Road, Tukdoji Chowk, Nagpur-440027.0712-2702714/2704894drviralshah1@rediffmail.com"""
"Nagpur","Dashputra Hospital & Eye Care","""208, Anand Nagar, Opp Sakkardara Police Station, Nagpur-440009.0712-2745052/2744042dashputrahospital@gmail.com"""
"Nagpur","RNH Hospital","""Plot No. 40, Balraj Marg, Dhantoli, Nagpur-440012.0712-2420044, 907501478rnhhospital@gmail.com"""
"Nagpur","Anantwar Eye Hospital","""Plot No. 500, Nari Ring Road, Powergrid Square, Nagpur-440026.0712-6459877, 2652233, 8087993722"""
"Nagpur","Anjani Eye Hospital","""20, Farmland Central Bazar Road, Near Lokmat Square, New Ramdaspeth, Nagpur-440010.0712-2425839, 2425869mokadamaeh@gmail.com"""
"Nagpur","Shri Ganesh Vinayak Eye Hospital","""Pachpedi Naka, New Dhamtari Road, Lalpur, Opp. Colors Mall, Raipur (C.G.)- 492001Tel:- 0771-4077741/42/43"""
"Nagpur","Mittal Institute of Medical Science","""In front of Holycross Kapa School, Lodhipara Chowk, Raipur (C.G.)-492001Email   mims.raipura@gmail.com 0771-4014442, 4094443 """
"Nagpur","We Care Super Specialty Hospital ( A Unit of synergy Health tech)","GTB Plaza, Beside Airtel Office, Ring Road No. 1, Telibandha Raipur-492001 (C.G.) wecarehospitals@gmail.com "
"Nagpur","Lata Mangeshkar Hospital","""5 YMCA Complex, MaharajBagh Road, Sitabuldi,NagpurTel No. 0712-2530347 Mo:- 9822713949 Email:- drdeshmukh10@gmail.com"""
"Nagpur","""Crescent Hospital & Heart centre ""","""Near Lokmat Square,Nagpur, Maharashtra440012 Tel:- 0712 2421822,2423813, 66407869765404950qureshyasif@gmail.com"""
"Nagpur","HCG NCHRI Cancer Centre","""Khasra No. 50, 51, Mouja Wanjari, Bade Nawaz Nagar, Near Automotive Square, Kalamna Ring Road, Nagpur-440026.Tel:- 0712-6711200Email:- info@hcgoncology.com , sujit.s@hcgoncology.com  """
"Nagpur","""Seven Star Hospital  (A Unit of Nagpur Institute of Surgical Sciences & Research Centre Pvt Ltd),  ""","""324/01, Jagnade Square, KDK College Road, Nagpur-4400240712-6699811/ 6699822Email:- corporates@sevenstarhospitals.com """
"Nagpur","National Cancer Institute","Khasara No. 25, Outer Hingna Ring Road, Mouza- Jamtha, Nagpur-441108 (Maharashtra) mgr.cs@ncinagpur.in "
"Nagpur","New ERA Hospital","""Central Avenue Road near telephone exchange chowk, Queta Colony Near Jalaram Mandir, Nagpur-440008Ph-07122764544, 2766244, 6647777, 6647070Email-newerahospitalngp@gmail.com """
"Nagpur","Krims Hospitals","""275, Central Bazar Road, Ramdaspeth, Nagpur-440010.0712-2451188, 6614564/5infor@krimshospitals.com"""
"Nagpur","Kanwar Nursing Home","T. V. Tower Road, Anupam Nagar, Raipur (C. G.)-492001"
"Nagpur","""Ambade Eye Hospital ""","""1st Floor, Kamla Tower,Near Jaswant Talkies,Indora Chowk, KampteeRoad, Nagpur   440017Tel. No. 0712-6561193/Email:- dr_ajayambade@rediffm ail.com"""
"Nagpur","Shri Radhakrishna Hospital & Research Institute (Eye Unit)","""East Wardhman Nagar, Nagpur-440008Ph-0712-2790572, 2680582, 2682544Email   radhakrishnahospital56@gmail.com"""
"Nagpur","Drishti Eye Clinic Squint Centre","""5th Floor Midas Height, Opp Tarun Bharat, Central Bazar Road, Ramdaspeth, Nagpur-4400100712-2448198, 2420815bhave.shubhangi@gmail.com"""
"Nagpur","Shri Radhakrishna Hospital & Research Institute (Eye Unit)","""East Wardhman Nagar, Nagpur-440008Ph-0712-2790572, 2680582, 2682544Email   radhakrishnahospital56@gmail.com"""
"Nagpur","Bhede Multispeciality Dental Clinic ","1st floor, Mayureshwar complex, Nandanwan Road, Bhande Plot Square, Nagpur-440024"
"Nagpur","""Midas   Multispeciality Hospital Pvt Ltd ""","Midas Heights, 4th Floor,Central Bazar  Road  ,Ramdaspeth, Nagpur 44010 Tel:- 0712-243011"
"Nagpur","Shri Bhavani Multispecialty Hospital & Research Institute","58, Shri Bhawani Mata Mandir Road, Punapur, Pardi, Nagpur-440035 Contact no. :- 0712-6782200/201/222"
"Nagpur","Dr. K.G. Deshpande Memorial Eye Hospital & Retina and Vitreous Surgery Centre","""218, North Bazar Road, Gokulpeth, Nagpur-4400100712-2533777, 2546486"""
"Nagpur","G.T. Padole Hospital","17, Padole Layout, Deendayal Nagar Square, Parsodi (Bhamti) Ring Road, Nagpur-22"
"Nagpur","Mure Memorial Hospital","MaharajbaghRoad, Sitabuldi, Nagpur-440001 Tel: 0712 -252 2370 /2535317"
"Nagpur","Spandan Heart Institute and research center India Pvt Ltd.","""31, Kusumplaza, Off Chitale Marg, Dhantoli, Nagpur-4400120712-2443003, 2443333, 6453003, 6453333"""
"Nagpur","ASG Eye Hospital Pvt. Ltd.","2nd & 3rd Floor, Madan complex, Shakti Nagar, Shankar Nagar, Raipur (C.G.)- 492001"
"Nagpur","Kolarkar Dental  Clinic","""179-A, Gukul Vaibhav Appartment, Shivaji Nagar, Near Venus Book Depot, Nagpur-440010.9422125554, 9371035554"""
"Nagpur","""Lotus Hospital and Research Center and Maternity Home ""","""205, OM Nagar, TirangaSquare, Sakkardara,Nagpur   09 Tel:- 0712-2706020"""
"Nagpur","""Platina Heart Hospital ""","""2nd & 3rd, Floor, DhanshreeComplex, Near Hotel Hardeo, Sitabuldi, Nagpur- 12. Tel:- 0712-2566555"""
"Nagpur","Khare Dental and Implant Centre ","""289, Prakash Bhavan, Near Coffee House Square, Dharampeth, Nagpur-4400100712-2556496, 9420960967, 8055364448"""
"Nagpur","""Shri Radhakrishna Hospital & Research Institute ""","""East  Wardhman  Nagar,Nagpur 440008.Tel: 0712 -268 0582, 2790572"""
"Nagpur","""Criticare Hospital & Research  ""","""4th Floor, DhanshreeComplex, Near HotelHardeo, Sitabuldi, Nagpur- 440012 Tel:- 0712-2522281/82"""
